entity_label,entity_class,oid,mentioned,entity,
abnormal circulating LDL cholesterol level,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000181,
Abnormality of femur morphology,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0002823,
abnormal circulating cholesterol level,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000180,
Hyperplasia of the femoral trochanters,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0002822,
increased circulating glutamate dehydrogenase level,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011009,
decreased circulating HDL cholesterol level,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000186,
Hip dislocation,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0002827,
abnormal circulating HDL cholesterol level,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000184,
Abnormality of the radius,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0002818,
Abnormality of the upper limb,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0002817,
hypoglycemia,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000189,
abnormal circulating glucose level,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000188,
abnormal bone marrow hematopoietic cell morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013660,
MPATH_365,Class,mp.owl,1,http://purl.obolibrary.org/obo/MPATH_365,
abnormal myeloid cell number,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013661,
abnormal allogrooming behavior,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0011000,
decreased myeloid cell number,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013662,
Thyroid carcinoma,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0002890,
abnormal hematopoietic cell morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013656,
Abnormality of the amniotic fluid,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0001560,
Gingivitis,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000230,
Polyhydramnios,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0001561,
abnormal blood cell morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013657,
abnormal myeloid cell morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013658,
Uterine leiomyosarcoma,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0002891,
abnormal erythroid lineage cell morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013659,
Neoplasm of the pancreas,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0002894,
Pituitary adenoma,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0002893,
Abnormality of the head,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000234,
Neoplasm of the liver,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0002896,
Papillary thyroid carcinoma,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0002895,
Everted lower lip vermilion,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000232,
Small anterior fontanelle,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000237,
increased circulating calcium level,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000194,
Hydrocephalus,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000238,
Parathyroid adenoma,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0002897,
decreased behavioural activity,Class,pato.owl,1,http://purl.obolibrary.org/obo/PATO_0000761,
Abnormality of the fontanelles or cranial sutures,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000235,
Widely-spaced maxillary central incisors,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0001566,
Abnormality of the anterior fontanelle,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000236,
decreased circulating phosphate level,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000198,
Large fontanelles,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000239,
decreased circulating calcium level,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000195,
abnormal circulating serum albumin level,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000199,
Abnormal renal physiology,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012211,
Abnormal renal morphology,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012210,
Increased urinary porphobilinogen,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012217,
MPATH_354,Class,mp.owl,1,http://purl.obolibrary.org/obo/MPATH_354,
MPATH_356,Class,mp.owl,1,http://purl.obolibrary.org/obo/MPATH_356,
abnormal body fat mass,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012320,
Elongated chordae tendinae of the mitral valve,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0025522,
Abnormal morphology of the chordae tendinae of the mitral valve,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0025523,
Hyperventilation,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0002883,
Gingival hyperkeratosis,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000222,
Abnormality of the umbilicus,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0001551,
Hepatoblastoma,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0002884,
Barrel-shaped chest,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0001552,
Furrowed tongue,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000221,
Tongue telangiectasia,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000227,
Asymmetry of the thorax,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0001555,
Ependymoma,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0002888,
Gingival bleeding,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000225,
Increased serum bile acid concentration,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012202,
Abnormal sperm motility,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012206,
Reduced sperm motility,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012207,
umbilical vein stenosis,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012303,
short umbilical cord,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012304,
umbilical cord hemorrhage,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012305,
increased bone trabecular spacing,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013630,
Gingival overgrowth,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000212,
abnormal umbilical cord blood vessel morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012300,
decreased bone trabecular spacing,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013631,
absent umbilical cord blood vessels,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012301,
Diastasis recti,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0001540,
Ascites,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0001541,
umbilical artery stenosis,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012302,
Thick upper lip vermilion,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000215,
Broad secondary alveolar ridge,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000216,
Abnormality of the rib cage,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0001547,
Prominent umbilicus,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0001544,
Anteriorly placed anus,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0001545,
Lip telangiectasia,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000214,
Thin upper lip vermilion,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000219,
Overgrowth,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0001548,
Xerostomia,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000217,
abnormal ductus caroticus morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0012309,
High palate,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000218,
Abnormality of the ileum,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0001549,
UBERON_0011265,Class,hp.owl,1,http://purl.obolibrary.org/obo/UBERON_0011265,
increased femur compact bone thickness,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013623,
decreased femur compact bone thickness,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013624,
Short lingual frenulum,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000200,
Melanoma,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0002861,
Pierre-Robin sequence,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000201,
increased internal diameter of femur,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013620,
decreased internal diameter of femur,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013621,
abnormal femur compact bone thickness,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013622,
Bladder carcinoma,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0002862,
uncoordinated,Class,dpo.owl,1,http://purl.obolibrary.org/obo/PATO_0000770,
Cleft upper lip,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000204,
Medullary thyroid carcinoma,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0002865,
Abnormality of the ilium,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0002867,
Hypoplastic iliac wing,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0002866,
Flared iliac wings,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0002869,
Omphalocele,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0001539,
Narrow iliac wings,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0002868,
abnormal bone trabecular spacing,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013629,
Umbilical hernia,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0001537,
Triangular mouth,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000207,
Protuberant abdomen,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0001538,
MPATH_321,Class,mp.owl,1,http://purl.obolibrary.org/obo/MPATH_321,
enlarged caudal vertebrae,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013612,
abnormal rete ovarii morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013610,
abnormal bile duct epithelium morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013611,
abnormal long bone internal diameter,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013619,
increased testis apoptosis,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013601,
abnormal Leydig cell differentiation,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013602,
UBERON_0001845,Class,mp.owl,1,http://purl.obolibrary.org/obo/UBERON_0001845,
testis degeneration,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013600,
abnormal ovarian medulla morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013609,
abnormal ovarian bursa morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013605,
abnormal ovarian fossa morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013606,
ovary fibrosis,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013607,
abnormal ovarian cortex morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0013608,
UBERON_0001849,Class,mp.owl,1,http://purl.obolibrary.org/obo/UBERON_0001849,
Dumbbell-shaped metaphyses,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0002810,
Coxa vara,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0002812,
Abnormality of the lower limb,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0002814,
Abnormality of limb bone morphology,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0002813,
Abnormality of the knee,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0002815,
UBERON_0001882,Class,mp.owl,1,http://purl.obolibrary.org/obo/UBERON_0001882,
UBERON_0001883,Class,mp.owl,1,http://purl.obolibrary.org/obo/UBERON_0001883,
UBERON_0001881,Class,mp.owl,1,http://purl.obolibrary.org/obo/UBERON_0001881,
GO_0072092,Class,mp.owl,1,http://purl.obolibrary.org/obo/GO_0072092,
GO_0060185,Class,mp.owl,1,http://purl.obolibrary.org/obo/GO_0060185,
GO_0060186,Class,mp.owl,1,http://purl.obolibrary.org/obo/GO_0060186,
CHEBI_17568,Class,hp.owl,1,http://purl.obolibrary.org/obo/CHEBI_17568,
GO_0072189,Class,mp.owl,1,http://purl.obolibrary.org/obo/GO_0072189,
abnormal long term object recognition memory,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002801,
abnormal discrimination learning,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002802,
abnormal short term object recognition memory,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002800,
abnormal conditioned taste aversion behavior,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002805,
abnormal conditioned emotional response,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002806,
abnormal operant conditioning behavior,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002803,
abnormal motor learning,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002804,
increased spinal cord size,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002809,
CHEBI_17549,Class,hp.owl,1,http://purl.obolibrary.org/obo/CHEBI_17549,
abnormal eye blink conditioning behavior,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002807,
abnormal barbering behavior,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002808,
UBERON_0001813,Class,hp.owl,1,http://purl.obolibrary.org/obo/UBERON_0001813,
Enlarged hippocampus,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100961,
spherocytosis,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002812,
microcytosis,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002813,
colitis,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002816,
abnormal tooth mineralization,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002817,
UBERON_0001815,Class,hp.owl,1,http://purl.obolibrary.org/obo/UBERON_0001815,
GO_0061470,Class,mp.owl,1,http://purl.obolibrary.org/obo/GO_0061470,
abnormal dentin morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002818,
abnormal dental pulp cavity morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002819,
Abnormality of the renal medulla,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100957,
Open operculum,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100954,
UBERON_0001800,Class,mp.owl,1,http://purl.obolibrary.org/obo/UBERON_0001800,
GO_0061458,Class,mp.owl,1,http://purl.obolibrary.org/obo/GO_0061458,
abnormal premaxilla morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002820,
abnormal rib development,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002823,
abnormal renal corpuscle morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002827,
abnormal renal glomerular capsule morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002828,
abnormal notochord morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002825,
Sclerosis of distal toe phalanx,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100948,
abnormal juxtaglomerular apparatus morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002829,
GO_0072134,Class,mp.owl,1,http://purl.obolibrary.org/obo/GO_0072134,
hatching behavior,Class,dpo.owl,1,http://purl.obolibrary.org/obo/GO_0035187,
reduced kindling response,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0001500,
absent Peyer's patches,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002831,
decreased heart weight,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002834,
abnormal posture,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0001504,
abnormal cranial suture morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002835,
coarse hair,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002832,
increased heart weight,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002833,
abnormal sleep pattern,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0001501,
decreased susceptibility to dystrophic cardiac calcinosis,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002838,
increased susceptibility to dystrophic cardiac calcinosis,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002839,
abnormal chorion morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002836,
impaired skeletal muscle contractility,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002841,
disheveled coat,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0001511,
increased systemic arterial blood pressure,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002842,
GO_0060157,Class,mp.owl,1,http://purl.obolibrary.org/obo/GO_0060157,
abnormal coat appearance,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0001510,
abnormal lens fiber morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002840,
abnormal aortic weight,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002845,
abnormal aortic mass,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002846,
limb grasping,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0001513,
decreased systemic arterial blood pressure,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002843,
aortic hypertrophy,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002844,
abnormal saccharin consumption,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002849,
abnormal renal glomerular filtration rate,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002847,
abnormal motor coordination/ balance,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0001516,
Clavicular sclerosis,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100923,
Small face,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000274,
Sclerosis of thumb phalanx,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100922,
Sclerosis of foot bone,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100925,
Sclerosis of toe phalanx,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100924,
Malar flattening,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000272,
Abnormality of the mandible,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000277,
Retrognathia,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000278,
Narrow face,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000275,
Sclerosis of 5th finger phalanx,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100921,
Long face,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000276,
Sclerosis of 4th finger phalanx,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100920,
hypersulfatemia,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002852,
Abnormal respiratory epithelium morphology,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012253,
impaired swimming,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0001522,
GO_0048477,Class,mp.owl,1,http://purl.obolibrary.org/obo/GO_0048477,
hyposulfatemia,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002853,
Abnormal respiratory system morphology,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012252,
abnormal circulating sulfate level,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002851,
abnormal vestibular ganglion morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002856,
cochlear ganglion degeneration,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002857,
impaired balance,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0001525,
impaired limb coordination,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0001524,
abnormal cochlear ganglion morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002855,
impaired righting response,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0001523,
Sclerosis of 3rd finger phalanx,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100919,
abnormal vocalization,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0001529,
abnormal posterior semicircular canal morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002858,
GO_0035162,Class,mp.owl,1,http://purl.obolibrary.org/obo/GO_0035162,
Sclerosis of middle finger phalanx,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100916,
Delayed cranial suture closure,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000270,
Sclerosis of distal finger phalanx,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100915,
Sclerosis of 2nd finger phalanx,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100918,
Sclerosis of proximal finger phalanx,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100917,
Sclerosis of the distal phalanx of the thumb,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100912,
Maxillary lateral incisor microdontia,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0001593,
Sclerosis of the proximal phalanx of the 5th finger,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100911,
Wide anterior fontanel,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000260,
Sclerosis of the 1st metacarpal,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100914,
Sclerosis of the proximal phalanx of the thumb,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100913,
Abnormality of the nail,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0001597,
Cranial asymmetry,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000267,
Sclerosis of the proximal phalanx of the 4th finger,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100910,
Abnormality of the mastoid,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000264,
Abnormality of the hair,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0001595,
Alopecia,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0001596,
Mastoiditis,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000265,
Dolichocephaly,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000268,
Prominent occiput,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000269,
abnormal skeleton physiology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0001533,
MPATH_308,Class,mp.owl,1,http://purl.obolibrary.org/obo/MPATH_308,
improved righting response,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002863,
Superior rectus atrophy,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012242,
abnormal circulating alkaline phosphatase level,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000202,
abnormal ocular fundus morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002864,
Levator palpebrae superioris atrophy,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012241,
abnormal tail bud morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002861,
altered righting response,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002862,
abnormal circulating aspartate transaminase level,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000203,
Abnormal reproductive system morphology,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012243,
Sclerosis of the proximal phalanx of the 3rd finger,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100909,
Sclerosis of the proximal phalanx of the 2nd finger,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100908,
decreased hematocrit,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000208,
decreased caudal vertebrae number,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0001539,
GO_0001755,Class,mp.owl,1,http://purl.obolibrary.org/obo/GO_0001755,
Sclerosis of the middle phalanx of the 3rd finger,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100905,
Sclerosis of the middle phalanx of the 2nd finger,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100904,
Sclerosis of the middle phalanx of the 5th finger,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100907,
Sclerosis of the middle phalanx of the 4th finger,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100906,
Redundant skin,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0001582,
Sclerosis of the 1st metatarsal,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100945,
Sclerosis of the distal phalanx of the hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100944,
Sclerosis of middle toe phalanx,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100947,
Dense calvaria,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000250,
Sclerosis of proximal toe phalanx,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100946,
Acute sinusitis,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000255,
Sclerosis of the distal phalanx of the 4th toe,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100941,
Sclerosis of the distal phalanx of the 3rd toe,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100940,
Sclerosis of the proximal phalanx of the hallux,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100943,
Progressive microcephaly,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0000253,
Sclerosis of the distal phalanx of the 5th toe,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100942,
GO_0060117,Class,mp.owl,1,http://purl.obolibrary.org/obo/GO_0060117,
GO_0060118,Class,mp.owl,1,http://purl.obolibrary.org/obo/GO_0060118,
decreased hemoglobin content,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002874,
abnormal cardiovascular system physiology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0001544,
polycythemia,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002872,
abnormal bone strength,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0001542,
abnormal osteoclast physiology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0001541,
abnormal leukocyte cell number,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000217,
abnormal corticospinal tract morphology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002878,
absent erythroid progenitor cell,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000216,
Agranulocytosis,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012234,
abnormal thyroid physiology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0002876,
absent erythrocytes,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000215,
abnormal hematopoietic system physiology,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0001545,
increased neutrophil cell number,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000219,
Urocanic aciduria,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012237,
Elevated sweat chloride,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0012236,
increased leukocyte cell number,Class,mp.owl,1,http://purl.obolibrary.org/obo/MP_0000218,
Sclerosis of the middle phalanx of the 5th toe,Class,hp.owl,1,http://purl.obolibrary.org/obo/HP_0100938,
